³²¼º °Ü¿ï ½½·¢½º HH749E,24,0,"10%",10,NULL, [[FirefoxDriver: firefox on windows (60a10f32-4011-455c-9412-4f60995ed427)] -> css selector: #godImgWrap > div.img-item.active > img],NULL, https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/24/GQ2N24092437213_0_THNAIL_ORGINL_20240924214920552.jpg,,,0 ,0 , SYSDATE, SYSDATE ,3, NULL, NULL
³²¼º °¡À» ¿ï¶óÀÌÅ© ÆÒÃ÷ HH094E,24,0,"10%",10,NULL, [[FirefoxDriver: firefox on windows (615c686c-ab53-473e-bbdd-dff662968d09)] -> css selector: #godImgWrap > div.img-item.active > img],NULL, https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/24/GQ2N24092437211_0_THNAIL_ORGINL_20240924214822112.jpg,,,0 ,0 , SYSDATE, SYSDATE ,3, NULL, NULL
³²¼º ÄÚµà·ÎÀÌ ÆÒÃ÷ HH5963,24,0,"10%",10,NULL, [[FirefoxDriver: firefox on windows (2fbd88f1-0f9b-4b39-9d72-ab4c18324691)] -> css selector: #godImgWrap > div.img-item.active > img],NULL, https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/24/GQ2N24092437216_0_THNAIL_ORGINL_20240924215049000.jpg,,,0 ,0 , SYSDATE, SYSDATE ,3, NULL, NULL
³²¼º °Ü¿ï ÆÒÃ÷ HH817E,24,0,"10%",10,NULL, [[FirefoxDriver: firefox on windows (b2b46f3d-d569-4e23-91bc-766eedd885b0)] -> css selector: #godImgWrap > div.img-item.active > img],NULL, https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/24/GQ2N24092437215_0_THNAIL_ORGINL_20240924215017718.jpg,,,0 ,0 , SYSDATE, SYSDATE ,3, NULL, NULL
³²¼º °Ü¿ï ½½·¢½º HH749E,24,0,"10%",10,NULL, [[FirefoxDriver: firefox on windows (9df8370e-afb7-42c7-88e1-a9d6590aa297)] -> css selector: #godImgWrap > div.img-item.active > img],NULL, https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/24/GQ2N24092437214_0_THNAIL_ORGINL_20240924214950377.jpg,,,0 ,0 , SYSDATE, SYSDATE ,3, NULL, NULL
³²¼º Ä«ÆæÅÍ ÆÒÃ÷ HH3903,24,0,"10%",10,NULL, [[FirefoxDriver: firefox on windows (1f997949-02e1-4154-ac81-5e21b7e5e921)] -> css selector: #godImgWrap > div.img-item.active > img],NULL, https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/24/GQ2N24092437212_0_THNAIL_ORGINL_20240924214851783.jpg,,,0 ,0 , SYSDATE, SYSDATE ,3, NULL, NULL
³²¼º ½½¸²ÇÍ µ¥´Ô ÆÒÃ÷ HH7221,24,0,"10%",10,NULL, [[FirefoxDriver: firefox on windows (c73a29f0-c5d7-4d64-ae8f-617047c3a500)] -> css selector: #godImgWrap > div.img-item.active > img],NULL, https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/24/GQ2N24092437218_0_THNAIL_ORGINL_20240924215152603.jpg,,,0 ,0 , SYSDATE, SYSDATE ,3, NULL, NULL
³²¼º ÄÚµà·ÎÀÌ ÆÒÃ÷ HH5963,24,0,"10%",10,NULL, [[FirefoxDriver: firefox on windows (4754f85b-54d6-4cf1-af25-061e754ae048)] -> css selector: #godImgWrap > div.img-item.active > img],NULL, https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/24/GQ2N24092437217_0_THNAIL_ORGINL_20240924215120731.jpg,,,0 ,0 , SYSDATE, SYSDATE ,3, NULL, NULL
³²¼º ½½¸²ÇÍ µ¥´Ô ÆÒÃ÷ HH7221,24,0,"10%",10,NULL, [[FirefoxDriver: firefox on windows (f4013acb-e4e1-4479-be29-887fffec2323)] -> css selector: #godImgWrap > div.img-item.active > img],NULL, https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/24/GQ2N24092437219_0_THNAIL_ORGINL_20240924215229169.jpg,,,0 ,0 , SYSDATE, SYSDATE ,3, NULL, NULL
³²¼º Å×Å©´ÏÄÃ ½º¿þÆ®ÆÒÃ÷ XH786E,24,0,"10%",10,NULL, [[FirefoxDriver: firefox on windows (4fba4e73-073f-4e6a-9c82-8673f6e396cf)] -> css selector: #godImgWrap > div.img-item.active > img],NULL, https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/12/GQ2N24091216811_0_THNAIL_ORGINL_20240912181417717.jpg,,,0 ,0 , SYSDATE, SYSDATE ,3, NULL, NULL
